id,district_id,name_current,name_old,is_merged
662,47,Xã Long Châu,,False
663,47,Xã Văn Môn,,False
664,47,Xã Đông Thọ,,False
665,48,Thị trấn Phố Mới,,False
666,48,Xã Việt Thống,,False
667,48,Xã Đại Xuân,,False
668,48,Xã Nhân Hòa,,False
669,48,Xã Bằng An,,False
670,48,Xã Phương Liễu,,False
671,48,Xã Quế Tân,,False
672,48,Xã Phù Lương,,False
673,48,Xã Phù Lãng,,False
674,48,Xã Phượng Mao,,False
675,48,Xã Việt Hùng,,False
676,48,Xã Ngọc Xá,,False
677,48,Xã Châu Phong,,False
678,48,Xã Bồng Lai,,False
679,48,Xã Cách Bi,,False
680,48,Xã Đào Viên,,False
681,48,Xã Yên Giả,,False
682,48,Xã Mộ Đạo,,False
683,48,Xã Đức Long,,False
684,48,Xã Chi Lăng,,False
685,48,Xã Hán Quảng,,False
686,49,Thị trấn Lim,,False
687,49,Xã Phú Lâm,,False
688,49,Xã Nội Duệ,,False
689,49,Xã Liên Bão,,False
690,49,Xã Hiên Vân,,False
691,49,Xã Hoàn Sơn,,False
692,49,Xã Lạc Vệ,,False
693,49,Xã Việt Đoàn,,False
694,49,Xã Phật Tích,,False
695,49,Xã Tân Chi,,False
696,49,Xã Đại Đồng,,False
697,49,Xã Tri Phương,,False
698,49,Xã Minh Đạo,,False
699,49,Xã Cảnh Hưng,,False
700,50,Thị trấn Hồ,,False
701,50,Xã Hoài Thượng,,False
702,50,Xã Đại Đồng Thành,,False
703,50,Xã Mão Điền,,False
704,50,Xã Song Hồ,,False
705,50,Xã Đình Tổ,,False
706,50,Xã An Bình,,False
707,50,Xã Trí Quả,,False
708,50,Xã Gia Đông,,False
709,50,Xã Thanh Khương,,False
710,50,Xã Trạm Lộ,,False
711,50,Xã Xuân Lâm,,False
712,50,Xã Hà Mãn,,False
713,50,Xã Ngũ Thái,,False
714,50,Xã Nguyệt Đức,,False
715,50,Xã Ninh Xá,,False
716,50,Xã Nghĩa Đạo,,False
717,50,Xã Song Liễu,,False
718,51,Thị trấn Gia Bình,,False
719,51,Xã Vạn Ninh,,False
720,51,Xã Thái Bảo,,False
721,51,Xã Giang Sơn,,False
722,51,Xã Cao Đức,,False
723,51,Xã Đại Lai,,False
724,51,Xã Song Giang,,False
